OP_UNIQUE_CARRIER,CARRIER_NAME,ORIGIN_AIRPORT_ID,SERVICE_CLASS,REV_ACRFT_DEP_PERF_510,REV_PAX_ENP_110
9X,"Southern Airways Express, dba Mokulele Airlines",11531,K,234,1140
9X,"Southern Airways Express, dba Mokulele Airlines",11684,K,51,108
AA,American Airlines Inc.,10136,K,1,
AA,American Airlines Inc.,10257,K,213,22234
AA,American Airlines Inc.,10140,K,469,56835
AA,American Airlines Inc.,10279,K,3,
AA,American Airlines Inc.,10397,K,2867,313143
AA,American Airlines Inc.,10821,K,1386,181011
AA,American Airlines Inc.,10599,K,4,190
AA,American Airlines Inc.,10721,K,6178,705299
AA,American Airlines Inc.,10792,K,382,41134
AA,American Airlines Inc.,12323,K,207,22427
AA,American Airlines Inc.,10994,K,403,47074
AA,American Airlines Inc.,11057,K,26070,3486638
AA,American Airlines Inc.,15024,K,349,53440
AA,American Airlines Inc.,13930,K,15949,2147010
AA,American Airlines Inc.,15027,K,192,28013
AA,American Airlines Inc.,11193,K,179,20312
AA,American Airlines Inc.,11042,K,715,69208
AA,American Airlines Inc.,11109,K,349,47172
AA,American Airlines Inc.,10868,K,165,15569
AA,American Airlines Inc.,11066,K,730,80951
AA,American Airlines Inc.,11298,K,39172,5530728
AA,American Airlines Inc.,11292,K,2384,358085
AA,American Airlines Inc.,11423,K,482,58861
AA,American Airlines Inc.,11433,K,1298,148050
AA,American Airlines Inc.,11503,K,558,60330
AA,American Airlines Inc.,11540,K,406,52038
AA,American Airlines Inc.,11697,K,1673,260752
AA,American Airlines Inc.,14635,K,1614,223668
AA,American Airlines Inc.,11638,K,178,25611
AA,American Airlines Inc.,11986,K,165,16051
AA,American Airlines Inc.,12003,K,1,
AA,American Airlines Inc.,11995,K,75,8134
AA,American Airlines Inc.,12012,K,106,10278
AA,American Airlines Inc.,13230,K,161,18908
AA,American Airlines Inc.,10529,K,1171,142545
AA,American Airlines Inc.,12173,K,690,142997
AA,American Airlines Inc.,12266,K,2183,244730
AA,American Airlines Inc.,12217,K,1,
AA,American Airlines Inc.,12339,K,1034,116015
AA,American Airlines Inc.,14262,K,440,58437
AA,American Airlines Inc.,12448,K,1,
AA,American Airlines Inc.,12441,K,234,24929
AA,American Airlines Inc.,12451,K,1044,119426
AA,American Airlines Inc.,13830,K,420,79485
AA,American Airlines Inc.,13198,K,1167,125883
AA,American Airlines Inc.,12889,K,3448,525199
AA,American Airlines Inc.,12992,K,4,
AA,American Airlines Inc.,12892,K,10994,1678778
AA,American Airlines Inc.,14730,K,78,8623
AA,American Airlines Inc.,12896,K,3,
AA,American Airlines Inc.,13244,K,703,71918
AA,American Airlines Inc.,13303,K,23939,3412583
AA,American Airlines Inc.,13342,K,386,44421
AA,American Airlines Inc.,13487,K,1812,221960
AA,American Airlines Inc.,13277,K,2,
AA,American Airlines Inc.,10693,K,1562,188266
AA,American Airlines Inc.,13495,K,1943,240022
AA,American Airlines Inc.,12478,K,5631,734120
AA,American Airlines Inc.,12953,K,5199,583317
AA,American Airlines Inc.,11618,K,1630,231343
AA,American Airlines Inc.,13931,K,480,54808
AA,American Airlines Inc.,13796,K,332,34870
AA,American Airlines Inc.,15919,K,149,14673
AA,American Airlines Inc.,13851,K,603,59781
AA,American Airlines Inc.,13871,K,503,57051
AA,American Airlines Inc.,13891,K,608,86561
AA,American Airlines Inc.,13204,K,4670,708620
AA,American Airlines Inc.,14100,K,13221,1665529
AA,American Airlines Inc.,14107,K,15167,2089539
AA,American Airlines Inc.,14122,K,1361,141321
AA,American Airlines Inc.,14057,K,841,118405
AA,American Airlines Inc.,14307,K,619,68861
AA,American Airlines Inc.,14492,K,2297,268834
AA,American Airlines Inc.,14570,K,307,41861
AA,American Airlines Inc.,14524,K,647,75213
AA,American Airlines Inc.,14576,K,76,9400
AA,American Airlines Inc.,14512,K,1,
AA,American Airlines Inc.,14893,K,1011,134542
AA,American Airlines Inc.,15016,K,1580,172348
AA,American Airlines Inc.,14869,K,1274,173991
AA,American Airlines Inc.,14683,K,2253,272539
AA,American Airlines Inc.,14679,K,2030,312910
AA,American Airlines Inc.,14771,K,3078,434052
AA,American Airlines Inc.,14831,K,840,102752
AA,American Airlines Inc.,14843,K,1085,177266
AA,American Airlines Inc.,14908,K,1427,196283
AA,American Airlines Inc.,14747,K,1606,233926
AA,American Airlines Inc.,14814,K,1,
AA,American Airlines Inc.,12094,K,97,12323
AA,American Airlines Inc.,15096,K,167,19030
AA,American Airlines Inc.,15304,K,3290,440010
AA,American Airlines Inc.,15376,K,970,116710
AA,American Airlines Inc.,15370,K,682,68243
AA,American Airlines Inc.,12264,K,538,62082
AA,American Airlines Inc.,11278,K,5700,660114
AA,American Airlines Inc.,14027,K,1383,192963
AA,American Airlines Inc.,12278,K,223,23653
AA,American Airlines Inc.,10423,K,2887,350320
AA,American Airlines Inc.,10194,K,2,
AA,American Airlines Inc.,11996,K,172,19626
AA,American Airlines Inc.,13158,K,38,2928
AA,American Airlines Inc.,14986,K,180,21906
AA,American Airlines Inc.,14685,K,263,28076
AA,American Airlines Inc.,11884,K,172,19395
AA,American Airlines Inc.,15249,K,1,
AA,American Airlines Inc.,10713,K,184,22633
AA,American Airlines Inc.,14588,K,1,
AA,American Airlines Inc.,15412,K,2,
AA,American Airlines Inc.,14321,K,390,41087
AA,American Airlines Inc.,11603,K,1,
AA,American Airlines Inc.,12758,K,252,43123
AA,American Airlines Inc.,12982,K,229,34269
AA,American Airlines Inc.,13296,K,166,13106
AA,American Airlines Inc.,13502,K,103,13503
AA,American Airlines Inc.,11252,K,2,243
AA,American Airlines Inc.,13577,K,71,6763
AA,American Airlines Inc.,14193,K,200,22046
AA,American Airlines Inc.,13087,K,1,
AA,American Airlines Inc.,10849,K,95,12889
AA,American Airlines Inc.,15624,K,268,26860
AA,American Airlines Inc.,10397,V,1,184
AA,American Airlines Inc.,13930,V,1,185
AA,American Airlines Inc.,11298,V,1,182
AA,American Airlines Inc.,12892,V,2,387
AA,American Airlines Inc.,13495,V,1,201
AA,American Airlines Inc.,12478,V,1,
AA,American Airlines Inc.,14100,V,2,358
AA,American Airlines Inc.,11278,V,1,
AA,American Airlines Inc.,10136,K,9,1
AA,American Airlines Inc.,10257,K,196,20545
AA,American Airlines Inc.,10140,K,566,81753
AA,American Airlines Inc.,10279,K,30,2537
AA,American Airlines Inc.,10397,K,3046,355425
AA,American Airlines Inc.,10158,K,1,
AA,American Airlines Inc.,10821,K,1500,215744
AA,American Airlines Inc.,10781,K,1,
AA,American Airlines Inc.,10599,K,3,
AA,American Airlines Inc.,10721,K,6551,820196
AA,American Airlines Inc.,10792,K,377,43737
AA,American Airlines Inc.,10800,K,226,30738
AA,American Airlines Inc.,12323,K,256,29130
AA,American Airlines Inc.,10994,K,412,50362
AA,American Airlines Inc.,11057,K,27093,3838160
AA,American Airlines Inc.,15024,K,345,50061
AA,American Airlines Inc.,13930,K,16956,2527181
AA,American Airlines Inc.,15027,K,195,28861
AA,American Airlines Inc.,11193,K,275,31621
AA,American Airlines Inc.,11042,K,720,81560
AA,American Airlines Inc.,11109,K,306,42242
AA,American Airlines Inc.,10868,K,182,18773
AA,American Airlines Inc.,11066,K,801,92835
AA,American Airlines Inc.,11298,K,41983,6275055
AA,American Airlines Inc.,11292,K,2386,379411
AA,American Airlines Inc.,11423,K,447,49850
AA,American Airlines Inc.,11433,K,1232,146497
AA,American Airlines Inc.,11503,K,54,5010
AA,American Airlines Inc.,11540,K,407,58147
AA,American Airlines Inc.,11697,K,1566,235873
AA,American Airlines Inc.,14635,K,1368,182785
AA,American Airlines Inc.,11638,K,281,38450
AA,American Airlines Inc.,11986,K,145,14511
AA,American Airlines Inc.,11995,K,98,10337
AA,American Airlines Inc.,12012,K,1,111
AA,American Airlines Inc.,13230,K,123,13890
AA,American Airlines Inc.,10529,K,1166,149956
AA,American Airlines Inc.,12173,K,726,142048
AA,American Airlines Inc.,12266,K,2150,270356
AA,American Airlines Inc.,12217,K,1,
AA,American Airlines Inc.,12339,K,1077,124205
AA,American Airlines Inc.,14262,K,283,40881
AA,American Airlines Inc.,12448,K,1,
AA,American Airlines Inc.,12441,K,172,16715
AA,American Airlines Inc.,12451,K,1117,137450
AA,American Airlines Inc.,13830,K,542,101131
AA,American Airlines Inc.,13198,K,1273,153773
AA,American Airlines Inc.,12889,K,3525,561073
AA,American Airlines Inc.,12992,K,86,8463
AA,American Airlines Inc.,11905,K,4,
AA,American Airlines Inc.,12892,K,11133,1792745
AA,American Airlines Inc.,14730,K,318,34016
AA,American Airlines Inc.,12896,K,52,4206
AA,American Airlines Inc.,13485,K,3,
AA,American Airlines Inc.,13244,K,973,101990
AA,American Airlines Inc.,13303,K,21612,3223835
AA,American Airlines Inc.,13342,K,505,56428
AA,American Airlines Inc.,13487,K,1731,211604
AA,American Airlines Inc.,13256,K,172,21033
AA,American Airlines Inc.,13367,K,1,0
AA,American Airlines Inc.,13277,K,2,
AA,American Airlines Inc.,10693,K,1698,220128
AA,American Airlines Inc.,13495,K,1751,222258
AA,American Airlines Inc.,12478,K,5048,744138
AA,American Airlines Inc.,12953,K,5736,702742
AA,American Airlines Inc.,11618,K,1820,265729
AA,American Airlines Inc.,13931,K,453,54873
AA,American Airlines Inc.,13796,K,261,27608
AA,American Airlines Inc.,15919,K,184,19485
AA,American Airlines Inc.,13851,K,682,76750
AA,American Airlines Inc.,13871,K,512,60090
AA,American Airlines Inc.,13891,K,785,107877
AA,American Airlines Inc.,13204,K,4383,691288
AA,American Airlines Inc.,14100,K,14531,2045915
AA,American Airlines Inc.,14107,K,15026,2182518
AA,American Airlines Inc.,14122,K,1680,180496
AA,American Airlines Inc.,14057,K,861,131067
AA,American Airlines Inc.,14307,K,575,67644
AA,American Airlines Inc.,14492,K,2627,323492
AA,American Airlines Inc.,14570,K,525,64510
AA,American Airlines Inc.,14524,K,621,79940
AA,American Airlines Inc.,14633,K,1,
AA,American Airlines Inc.,14576,K,28,3473
AA,American Airlines Inc.,14512,K,1,
AA,American Airlines Inc.,14893,K,1031,150460
AA,American Airlines Inc.,15016,K,1749,212884
AA,American Airlines Inc.,14869,K,1084,137474
AA,American Airlines Inc.,14683,K,2204,286598
AA,American Airlines Inc.,14679,K,2231,351916
AA,American Airlines Inc.,14771,K,3316,502200
AA,American Airlines Inc.,14831,K,875,114886
AA,American Airlines Inc.,14843,K,1062,177648
AA,American Airlines Inc.,14908,K,1542,212456
AA,American Airlines Inc.,14747,K,1941,305069
AA,American Airlines Inc.,14814,K,11,
AA,American Airlines Inc.,12094,K,1,149
AA,American Airlines Inc.,15096,K,350,44093
AA,American Airlines Inc.,15304,K,3129,434715
AA,American Airlines Inc.,15376,K,870,123077
AA,American Airlines Inc.,15370,K,767,86407
AA,American Airlines Inc.,12264,K,431,58067
AA,American Airlines Inc.,11278,K,6093,769048
AA,American Airlines Inc.,14027,K,1174,155117
AA,American Airlines Inc.,12278,K,306,34384
AA,American Airlines Inc.,14960,K,3,
AA,American Airlines Inc.,10299,K,89,14115
AA,American Airlines Inc.,10423,K,2693,362812
AA,American Airlines Inc.,11982,K,4,
AA,American Airlines Inc.,11140,K,2,
AA,American Airlines Inc.,10194,K,4,0
AA,American Airlines Inc.,11996,K,169,23243
AA,American Airlines Inc.,13158,K,166,14746
AA,American Airlines Inc.,14288,K,1,
AA,American Airlines Inc.,14986,K,155,19049
AA,American Airlines Inc.,14685,K,458,46321
AA,American Airlines Inc.,11884,K,265,29055
AA,American Airlines Inc.,10581,K,3,
AA,American Airlines Inc.,10713,K,326,39682
AA,American Airlines Inc.,15412,K,49,4033
AA,American Airlines Inc.,14321,K,210,25102
AA,American Airlines Inc.,12758,K,253,43121
AA,American Airlines Inc.,12982,K,239,35132
AA,American Airlines Inc.,13296,K,3,249
AA,American Airlines Inc.,13502,K,1,158
AA,American Airlines Inc.,14689,K,55,5862
AA,American Airlines Inc.,11233,K,1,
AA,American Airlines Inc.,13577,K,202,22155
AA,American Airlines Inc.,14193,K,171,20767
AA,American Airlines Inc.,10208,K,5,607
AA,American Airlines Inc.,10849,K,108,13181
AA,American Airlines Inc.,15624,K,351,40653
AA,American Airlines Inc.,10821,V,1,159
AA,American Airlines Inc.,11057,V,1,185
AA,American Airlines Inc.,11193,V,3,371
AA,American Airlines Inc.,11066,V,2,372
AA,American Airlines Inc.,11267,V,2,374
AA,American Airlines Inc.,14635,V,2,368
AA,American Airlines Inc.,11986,V,1,162
AA,American Airlines Inc.,12339,V,2,372
AA,American Airlines Inc.,13198,V,2,309
AA,American Airlines Inc.,14730,V,1,186
AA,American Airlines Inc.,13485,V,2,373
AA,American Airlines Inc.,15070,V,1,182
AA,American Airlines Inc.,13495,V,1,
AA,American Airlines Inc.,14679,V,1,159
AA,American Airlines Inc.,11775,V,1,186
AA,American Airlines Inc.,15096,V,1,184
AA,American Airlines Inc.,15376,V,1,177
AA,American Airlines Inc.,15370,V,1,157
AA,American Airlines Inc.,12264,V,1,177
AA,American Airlines Inc.,11278,V,30,5384
AA,American Airlines Inc.,14027,V,2,362
AA,American Airlines Inc.,12197,V,1,157
AA,American Airlines Inc.,11612,V,1,186
AA,American Airlines Inc.,15412,V,1,186
AA,American Airlines Inc.,11823,V,2,370
AA,American Airlines Inc.,12945,V,1,159
AA,American Airlines Inc.,10469,V,1,186
AA,American Airlines Inc.,10136,K,5,88
AA,American Airlines Inc.,10257,K,156,18828
AA,American Airlines Inc.,10140,K,739,103374
AA,American Airlines Inc.,10279,K,93,8389
AA,American Airlines Inc.,10397,K,3374,361567
AA,American Airlines Inc.,10158,K,1,
AA,American Airlines Inc.,10821,K,1510,217625
AA,American Airlines Inc.,10599,K,30,2320
AA,American Airlines Inc.,10721,K,6348,795870
AA,American Airlines Inc.,10792,K,362,45630
AA,American Airlines Inc.,10800,K,218,27942
AA,American Airlines Inc.,12323,K,267,28911
AA,American Airlines Inc.,10994,K,433,48095
AA,American Airlines Inc.,11057,K,27022,3709632
AA,American Airlines Inc.,15024,K,224,32953
AA,American Airlines Inc.,13930,K,17996,2667349
AA,American Airlines Inc.,15027,K,150,23303
AA,American Airlines Inc.,11193,K,245,29124
AA,American Airlines Inc.,11042,K,767,84681
AA,American Airlines Inc.,11109,K,375,48979
AA,American Airlines Inc.,10868,K,189,19437
AA,American Airlines Inc.,11066,K,850,91766
AA,American Airlines Inc.,11298,K,45398,6503731
AA,American Airlines Inc.,11292,K,2596,399257
AA,American Airlines Inc.,11423,K,428,46837
AA,American Airlines Inc.,11433,K,1192,145333
AA,American Airlines Inc.,11503,K,156,17892
AA,American Airlines Inc.,11540,K,441,60032
AA,American Airlines Inc.,11697,K,1428,209523
AA,American Airlines Inc.,14635,K,1124,140512
AA,American Airlines Inc.,11638,K,313,41668
AA,American Airlines Inc.,11986,K,122,13560
AA,American Airlines Inc.,11995,K,183,18461
AA,American Airlines Inc.,13230,K,53,4881
AA,American Airlines Inc.,10529,K,1273,160471
AA,American Airlines Inc.,12173,K,777,151169
AA,American Airlines Inc.,12266,K,2054,246375
AA,American Airlines Inc.,12191,K,1,
AA,American Airlines Inc.,12217,K,1,
AA,American Airlines Inc.,12339,K,980,117127
AA,American Airlines Inc.,14262,K,159,23819
AA,American Airlines Inc.,12441,K,379,44319
AA,American Airlines Inc.,12451,K,1014,119603
AA,American Airlines Inc.,13830,K,580,107491
AA,American Airlines Inc.,13198,K,1421,161632
AA,American Airlines Inc.,12889,K,3514,554466
AA,American Airlines Inc.,12992,K,114,10957
AA,American Airlines Inc.,11905,K,3,
AA,American Airlines Inc.,12892,K,11634,1844464
AA,American Airlines Inc.,14730,K,287,29098
AA,American Airlines Inc.,12896,K,158,14621
AA,American Airlines Inc.,13485,K,33,3039
AA,American Airlines Inc.,13244,K,1098,105989
AA,American Airlines Inc.,13303,K,21918,3209062
AA,American Airlines Inc.,13342,K,515,61656
AA,American Airlines Inc.,13487,K,1783,222757
AA,American Airlines Inc.,13256,K,210,22413
AA,American Airlines Inc.,13277,K,1,
AA,American Airlines Inc.,10693,K,1814,229224
AA,American Airlines Inc.,13495,K,1532,181304
AA,American Airlines Inc.,12478,K,4866,720272
AA,American Airlines Inc.,12953,K,6289,743557
AA,American Airlines Inc.,11618,K,2047,302108
AA,American Airlines Inc.,13931,K,556,66598
AA,American Airlines Inc.,13796,K,24,2615
AA,American Airlines Inc.,15919,K,219,21154
AA,American Airlines Inc.,13851,K,658,73832
AA,American Airlines Inc.,13871,K,452,53036
AA,American Airlines Inc.,13891,K,826,113645
AA,American Airlines Inc.,13204,K,4245,658214
AA,American Airlines Inc.,14100,K,14255,2008471
AA,American Airlines Inc.,14107,K,14443,2033695
AA,American Airlines Inc.,14122,K,1807,187295
AA,American Airlines Inc.,14057,K,968,147377
AA,American Airlines Inc.,14307,K,548,71659
AA,American Airlines Inc.,14492,K,2993,346255
AA,American Airlines Inc.,14570,K,693,88867
AA,American Airlines Inc.,14524,K,667,81796
AA,American Airlines Inc.,14633,K,1,
AA,American Airlines Inc.,14576,K,2,203
AA,American Airlines Inc.,14512,K,1,
AA,American Airlines Inc.,14893,K,1047,149655
AA,American Airlines Inc.,15016,K,1882,207751
AA,American Airlines Inc.,14869,K,1024,138981
AA,American Airlines Inc.,14683,K,2096,256782
AA,American Airlines Inc.,14679,K,2298,358935
AA,American Airlines Inc.,14771,K,3558,526648
AA,American Airlines Inc.,14831,K,972,134770
AA,American Airlines Inc.,14843,K,989,162489
AA,American Airlines Inc.,14908,K,1619,222208
AA,American Airlines Inc.,14747,K,2183,361263
AA,American Airlines Inc.,14814,K,8,
AA,American Airlines Inc.,11775,K,1,
AA,American Airlines Inc.,15096,K,337,43551
AA,American Airlines Inc.,15304,K,3037,400139
AA,American Airlines Inc.,15376,K,866,115650
AA,American Airlines Inc.,15370,K,764,83100
AA,American Airlines Inc.,12264,K,484,59950
AA,American Airlines Inc.,11278,K,6373,760123
AA,American Airlines Inc.,14027,K,999,121026
AA,American Airlines Inc.,12278,K,326,34451
AA,American Airlines Inc.,14960,K,1,
AA,American Airlines Inc.,10299,K,179,33098
AA,American Airlines Inc.,10423,K,2854,373359
AA,American Airlines Inc.,11982,K,2,
AA,American Airlines Inc.,11996,K,178,23525
AA,American Airlines Inc.,13158,K,194,14929
AA,American Airlines Inc.,14986,K,126,14502
AA,American Airlines Inc.,14685,K,470,40370
AA,American Airlines Inc.,11884,K,265,32330
AA,American Airlines Inc.,16218,K,1,
AA,American Airlines Inc.,10581,K,1,2
AA,American Airlines Inc.,10713,K,300,36907
AA,American Airlines Inc.,14588,K,1,
AA,American Airlines Inc.,15412,K,130,11777
AA,American Airlines Inc.,14457,K,2,
AA,American Airlines Inc.,14321,K,264,33028
AA,American Airlines Inc.,10135,K,1,
AA,American Airlines Inc.,12758,K,277,50386
AA,American Airlines Inc.,12982,K,309,47042
AA,American Airlines Inc.,14689,K,91,10431
AA,American Airlines Inc.,13577,K,181,20958
AA,American Airlines Inc.,14193,K,180,19686
AA,American Airlines Inc.,10849,K,232,34667
AA,American Airlines Inc.,12945,K,1,
AA,American Airlines Inc.,11637,K,1,
AA,American Airlines Inc.,15624,K,382,40658
AA,American Airlines Inc.,10397,V,1,165
AA,American Airlines Inc.,10821,V,1,191
AA,American Airlines Inc.,11057,V,4,570
AA,American Airlines Inc.,13930,V,1,163
AA,American Airlines Inc.,11193,V,1,186
AA,American Airlines Inc.,11298,V,4,697
AA,American Airlines Inc.,11267,V,1,187
AA,American Airlines Inc.,14635,V,1,182
AA,American Airlines Inc.,12191,V,1,131
AA,American Airlines Inc.,12339,V,1,186
AA,American Airlines Inc.,12451,V,1,171
AA,American Airlines Inc.,14730,V,1,179
AA,American Airlines Inc.,13303,V,1,166
AA,American Airlines Inc.,13495,V,1,172
AA,American Airlines Inc.,12878,V,1,178
AA,American Airlines Inc.,13796,V,1,166
AA,American Airlines Inc.,14100,V,3,497
AA,American Airlines Inc.,14107,V,3,446
AA,American Airlines Inc.,14122,V,1,129
AA,American Airlines Inc.,14307,V,1,163
AA,American Airlines Inc.,14492,V,1,168
AA,American Airlines Inc.,14771,V,1,139
AA,American Airlines Inc.,14831,V,1,138
AA,American Airlines Inc.,11775,V,1,184
AA,American Airlines Inc.,15096,V,1,186
AA,American Airlines Inc.,11278,V,11,1963
AA,American Airlines Inc.,14027,V,1,177
AA,American Airlines Inc.,14689,V,1,133
AA,American Airlines Inc.,11977,V,1,163
AA,American Airlines Inc.,11823,V,1,186
AA,American Airlines Inc.,12945,V,1,159
AA,American Airlines Inc.,12884,V,1,170
AA,American Airlines Inc.,15380,V,1,158
AA,American Airlines Inc.,10136,K,4,
AA,American Airlines Inc.,10257,K,264,32834
AA,American Airlines Inc.,10140,K,818,105913
AA,American Airlines Inc.,10279,K,108,8173
AA,American Airlines Inc.,10397,K,3269,368607
AA,American Airlines Inc.,10821,K,1444,197534
AA,American Airlines Inc.,10620,K,1,
AA,American Airlines Inc.,10599,K,71,7221
AA,American Airlines Inc.,10721,K,6009,741513
AA,American Airlines Inc.,10792,K,248,30174
AA,American Airlines Inc.,10800,K,201,24830
AA,American Airlines Inc.,12323,K,343,35616
AA,American Airlines Inc.,10994,K,474,56507
AA,American Airlines Inc.,11057,K,27496,3812914
AA,American Airlines Inc.,15024,K,258,36630
AA,American Airlines Inc.,13930,K,17377,2494072
AA,American Airlines Inc.,15027,K,136,20261
AA,American Airlines Inc.,11193,K,224,25787
AA,American Airlines Inc.,11042,K,772,86895
AA,American Airlines Inc.,11109,K,401,50139
AA,American Airlines Inc.,10868,K,146,14682
AA,American Airlines Inc.,11066,K,781,87499
AA,American Airlines Inc.,11298,K,42772,6070843
AA,American Airlines Inc.,11267,K,1,
AA,American Airlines Inc.,11292,K,2535,372656
AA,American Airlines Inc.,11423,K,390,46512
AA,American Airlines Inc.,11433,K,1178,142841
AA,American Airlines Inc.,11503,K,163,14163
AA,American Airlines Inc.,11540,K,449,62865
AA,American Airlines Inc.,11697,K,1634,233591
AA,American Airlines Inc.,14635,K,1335,170941
AA,American Airlines Inc.,11638,K,326,42875
AA,American Airlines Inc.,11986,K,168,17328
AA,American Airlines Inc.,11995,K,159,17143
AA,American Airlines Inc.,12012,K,28,1691
AA,American Airlines Inc.,13230,K,166,16929
AA,American Airlines Inc.,10529,K,1294,162917
AA,American Airlines Inc.,12173,K,749,138309
AA,American Airlines Inc.,12266,K,2079,254819
AA,American Airlines Inc.,12339,K,1090,125268
AA,American Airlines Inc.,14262,K,367,48066
AA,American Airlines Inc.,12441,K,91,8866
AA,American Airlines Inc.,12451,K,1119,136556
AA,American Airlines Inc.,13830,K,485,79173
AA,American Airlines Inc.,13198,K,1213,144928
